MWP2G0013313+0008614	  1.3313	  0.0862	 0.12	 0.45	 0.32	 0.39	 0.07	 34	 92	0.690	 0.19	0.220	R	 	               	G001.330+00.088	    	          CN26
MWP2G0013640+0011800	  1.3641	  0.1180	 0.30	 0.98	 0.74	 0.87	 0.26	 40	 75	0.660	 0.14	0.260	R	 	1G001361+001220	G001.362+00.118	    	          CN27
MWP2G0020120-0068213	  2.0120	 -0.6821	 0.12	 0.53	 0.47	 0.50	 0.14	 26	 84	0.440	 0.44	0.230	R	 	1G002011-006818	G002.009-00.680	    	          CN28
MWP2G0021660+0000943	  2.1660	  0.0094	 0.03	 0.20	 0.18	 0.19	 0.07	169	 30	0.480	     	0.180	C	 	               	G002.164+00.010	    	              
MWP2G0022683+0024069	  2.2683	  0.2407	 0.77	 2.79	 2.10	 2.47	 0.45	 50	 91	0.660	     	0.280	C	 	1G002270+002402	G002.272+00.237	    	              
MWP2G0023153+0024455	  2.3153	  0.2446	 0.23	 0.82	 0.58	 0.71	 0.17	 28	103	0.710	 0.18	0.120	R	 	               	               	    	              
MWP2G0023189-0014641	  2.3189	 -0.1464	 0.20	 0.91	 0.81	 0.86	 0.12	 43	 57	0.460	     	0.140	C	 	1G002319-001476	G002.317-00.149	    	              
MWP2G0023739-0005297	  2.3739	 -0.0530	 0.15	 0.52	 0.38	 0.45	 0.08	 13	 68	0.670	 0.22	0.160	R	 	1G002374-000491	G002.374-00.053	    	              
MWP2G0024160+0007501	  2.4161	  0.0750	 0.68	 1.13	 0.85	 1.00	 0.40	 13	 82	0.660	 0.14	0.100	R	 	1G002420+000786	G002.418+00.078	    	          CN29
MWP2G0024408+0048004	  2.4408	  0.4800	 0.17	 0.99	 0.86	 0.93	 0.24	 20	 76	0.500	  0.5	0.380	R	 	1G002441+004805	G002.440+00.479	    	          CN30
MWP2G0024521+0013755	  2.4522	  0.1376	 0.14	 0.60	 0.46	 0.53	 0.10	 27	117	0.650	     	0.130	C	 	1G002452+001373	G002.451+00.136	    	              
MWP2G0025156-0013932	  2.5156	 -0.1393	 0.42	 1.53	 1.34	 1.44	 0.22	 56	135	0.480	 0.16	0.290	R	 	1G002517-001367	G002.516-00.141	    	          CN32
MWP2G0025192-0002610	  2.5193	 -0.0261	 0.27	 1.36	 1.20	 1.29	 0.17	 24	132	0.470	 0.16	0.240	R	 	1G002520-000238	G002.521-00.024	    	          CN31
MWP2G0025848-0000801	  2.5848	 -0.0080	 0.09	 0.57	 0.39	 0.49	 0.05	172	 64	0.730	     	0.140	C	 	1G002585-000053	G002.584-00.008	    	              
MWP2G0025928+0000502	  2.5928	  0.0050	 0.04	 0.21	 0.14	 0.18	 0.03	 36	 91	0.720	     	0.220	C	 	               	               	    	              
MWP2G0026063+0018069	  2.6063	  0.1807	 0.43	 1.30	 0.98	 1.15	 0.25	 25	 94	0.660	  0.1	0.170	R	 	               	G002.600+00.174	    	          CN33
MWP2G0026814+0001645	  2.6814	  0.0165	 0.11	 0.94	 0.73	 0.84	 0.11	 95	 59	0.630	     	0.130	C	 	1G002680+000221	G002.681+00.011	    	              
MWP2G0026964+0003216	  2.6965	  0.0322	 0.09	 0.46	 0.31	 0.39	 0.06	  5	 57	0.730	 0.23	0.130	R	 	1G002696+000354	G002.696+00.033	    	          CN34
MWP2G0026995-0005662	  2.6995	 -0.0566	 0.19	 0.30	 0.25	 0.28	 0.13	176	 78	0.540	 0.06	0.130	R	 	               	               	    	              
MWP2G0027733+0010656	  2.7734	  0.1066	 0.16	 0.48	 0.38	 0.43	 0.12	179	 81	0.630	 0.12	0.230	R	 	1G002773+001072	G002.773+00.107	    	          CN35
MWP2G0028894-0004549	  2.8894	 -0.0455	 0.43	 2.90	 2.11	 2.54	 0.26	 52	 30	0.690	     	0.180	C	 	1G002894-000458	G002.889-00.044	    	              
MWP2G0029616-0005086	  2.9617	 -0.0509	 0.09	 0.42	 0.38	 0.40	 0.15	 17	 99	0.460	 0.35	0.330	R	 	1G002962-000501	G002.961-00.053	    	          CN36
MWP2G0032101-0010494	  3.2101	 -0.1050	 0.05	 0.26	 0.16	 0.22	 0.04	 17	 65	0.800	 0.25	0.180	R	D	               	               	    	          CN37
MWP2G0032155-0010920	  3.2156	 -0.1092	 0.21	 0.55	 0.42	 0.49	 0.11	 30	 71	0.660	 0.16	0.170	R	P	1G003214-001080	               	    	     CN38 CN37
MWP2G0032285-0009293	  3.2286	 -0.0929	 0.42	 1.36	 0.93	 1.16	 0.22	173	104	0.730	 0.07	0.090	C	 	               	               	    	              
MWP2G0032853-0005691	  3.2854	 -0.0569	 1.26	 3.49	 2.72	 3.13	 0.86	 63	114	0.630	 0.18	0.370	R	P	1G003273-000593	G003.266-00.061	    	          CN39
MWP2G0033193-0002967	  3.3194	 -0.0297	 0.09	 0.38	 0.24	 0.32	 0.09	 25	 86	0.790	 0.24	0.190	R	D	1G003320-000258	G003.318-00.030	    	          CN39
MWP2G0033910+0088220	  3.3911	  0.8822	 0.34	 0.64	 0.50	 0.57	 0.28	 34	117	0.620	 0.16	0.160	R	 	1G003392+008807	G003.391+00.883	    	          CN40
MWP2G0035672+0005046	  3.5672	  0.0505	 0.12	 0.44	 0.37	 0.40	 0.07	  9	100	0.530	     	0.190	C	 	1G003567+000524	G003.570+00.050	    	              
MWP2G0036051-0021322	  3.6052	 -0.2132	 0.48	 1.69	 1.50	 1.60	 0.48	 35	106	0.460	 0.18	0.350	R	 	1G003606-002144	G003.607-00.209	    	          CN42
MWP2G0036516-0011781	  3.6516	 -0.1178	 0.36	 0.86	 0.67	 0.77	 0.38	 15	124	0.630	 0.32	0.280	R	 	1G003653-001171	G003.650-00.122	    	          CN43
MWP2G0036650-0009805	  3.6650	 -0.0981	 0.09	 0.27	 0.21	 0.24	 0.06	 62	 98	0.640	 0.17	0.320	R	 	               	G003.664-00.098	    	          CN44
MWP2G0036757-0010030	  3.6757	 -0.1003	 0.05	 0.21	 0.19	 0.20	 0.03	 24	 63	0.450	 0.24	0.230	R	 	1G003676-000998	G003.676-00.100	    	          CN45
MWP2G0037201-0022807	  3.7201	 -0.2281	 0.74	 1.98	 1.61	 1.80	 0.55	 40	138	0.580	 0.06	0.250	R	 	1G003720-002258	G003.716-00.225	    	          CN46
MWP2G0037405+0002309	  3.7405	  0.0231	 0.07	 0.22	 0.20	 0.21	 0.08	  8	100	0.430	 0.32	0.190	R	 	               	G003.741+00.023	    	          CN47
MWP2G0038325-0104322	  3.8325	 -1.0432	 0.20	 1.73	 1.39	 1.57	 0.15	 22	 52	0.590	     	0.280	C	 	               	G003.826-01.048	    	              
MWP2G0039421-0038185	  3.9422	 -0.3819	 0.16	 0.51	 0.45	 0.48	 0.11	 18	 59	0.450	     	0.130	C	 	               	G003.940-00.383	    	              
MWP2G0039787-0079823	  3.9787	 -0.7982	 0.23	 0.96	 0.85	 0.91	 0.23	 78	113	0.460	 0.33	0.400	R	 	1G003978-007973	G003.975-00.797	    	          CN48
MWP2G0040123-0029873	  4.0123	 -0.2987	 0.55	 0.77	 0.54	 0.67	 0.39	 27	 97	0.710	 0.32	0.120	R	 	1G004011-002990	G004.009-00.295	    	              
MWP2G0040235-0010447	  4.0236	 -0.1045	 0.09	 0.30	 0.21	 0.26	 0.04	 62	 24	0.710	     	0.320	C	 	               	G004.021-00.105	    	              
MWP2G0040556-0001448	  4.0557	 -0.0145	 0.02	 0.15	 0.12	 0.14	 0.02	 38	 58	0.610	     	0.380	C	 	               	G004.056-00.015	    	          CN50
MWP2G0041088+0002349	  4.1089	  0.0235	 0.16	 0.75	 0.51	 0.64	 0.13	  1	104	0.730	 0.36	0.280	R	 	1G004109+000256	G004.108+00.022	    	          CN52
MWP2G0041231-0101416	  4.1232	 -1.0142	 4.32	 3.64	 3.00	 3.33	 1.96	 31	106	0.570	 0.14	0.530	R	 	               	G004.132-01.017	    	          CN51
MWP2G0042026-0002616	  4.2026	 -0.0262	 0.16	 0.30	 0.26	 0.28	 0.15	 18	 87	0.470	 0.28	0.100	R	 	1G004203-000259	G004.202-00.027	    	          CN53
MWP2G0042333+0062787	  4.2334	  0.6279	 0.06	 0.42	 0.37	 0.39	 0.08	180	 43	0.440	     	0.140	C	 	               	G004.232+00.625	    	              
MWP2G0042751+0003483	  4.2752	  0.0348	 0.15	 1.81	 1.71	 1.76	 0.06	 13	 91	0.330	     	0.130	C	P	1G004275+000372	G004.270+00.038	    	     CN54 CN55
MWP2G0042800+0003274	  4.2801	  0.0328	 0.09	 0.44	 0.35	 0.40	 0.06	 15	 55	0.620	     	0.210	C	D	               	G004.283+00.031	    	     CN54 CN55
MWP2G0043520+0013886	  4.3520	  0.1389	 1.07	 2.41	 2.01	 2.22	 0.59	176	 85	0.550	 0.08	0.220	R	 	1G004346+001351	G004.343+00.115	    	          CN56
MWP2G0043857+0007361	  4.3857	  0.0736	 0.19	 0.96	 0.68	 0.83	 0.09	147	 52	0.710	     	0.150	C	 	               	               	    	          CN58
MWP2G0043999+0013282	  4.4000	  0.1328	 0.44	 1.25	 0.68	 1.01	 0.19	163	 65	0.840	 0.07	0.090	C	 	1G004400+001326	               	    	          CN59
MWP2G0044265+0009332	  4.4265	  0.0933	 0.32	 1.93	 1.69	 1.81	 0.14	 13	 76	0.480	     	0.130	C	 	1G004415+001019	G004.409+00.110	    	          CN60
MWP2G0044852-0014522	  4.4852	 -0.1452	 0.08	 0.34	 0.27	 0.31	 0.04	 48	 78	0.610	     	0.190	C	 	               	               	    	              
MWP2G0045021-0095975	  4.5021	 -0.9598	 0.77	 2.17	 1.80	 1.99	 0.49	 82	114	0.560	 0.16	0.220	R	 	1G004500-009536	G004.497-00.959	    	          CN61
MWP2G0045282-0013381	  4.5282	 -0.1338	 0.18	 0.80	 0.53	 0.68	 0.13	 23	 82	0.760	     	0.340	C	 	1G004526-001335	G004.525-00.136	    	          CN62
MWP2G0045637-0011779	  4.5637	 -0.1178	 0.10	 1.80	 1.51	 1.66	 0.10	174	 41	0.550	     	0.170	C	 	1G004565-001150	G004.557-00.124	    	          CN63
MWP2G0047490+0030964	  4.7491	  0.3096	 0.26	 0.67	 0.45	 0.57	 0.14	113	157	0.740	 0.12	0.200	R	 	1G004752+003108	G004.753+00.308	    	              
MWP2G0050358+0013818	  5.0358	  0.1382	 0.09	 0.51	 0.30	 0.42	 0.07	 40	 79	0.800	     	0.170	C	 	1G005036+001386	G005.035+00.140	    	              
MWP2G0050583+0026524	  5.0583	  0.2652	 0.56	 2.34	 1.81	 2.09	 0.40	 20	 84	0.630	     	0.140	C	 	               	G005.068+00.275	    	              
MWP2G0050652-0004219	  5.0653	 -0.0422	 0.09	 0.26	 0.20	 0.23	 0.09	  8	 92	0.670	 0.18	0.140	R	 	               	G005.065-00.043	    	              
MWP2G0051025-0000102	  5.1025	 -0.0010	 0.31	 0.53	 0.37	 0.46	 0.22	  7	111	0.720	 0.11	0.140	R	 	               	G005.101-00.001	    	              
MWP2G0051388-0009338	  5.1388	 -0.0934	 0.21	 0.55	 0.41	 0.49	 0.13	 57	 76	0.670	     	0.150	C	 	1G005138-000897	G005.139-00.094	    	              
MWP2G0051889-0035288	  5.1890	 -0.3529	 0.08	 0.45	 0.37	 0.41	 0.06	 30	 58	0.570	     	0.160	C	 	1G005189-003526	G005.189-00.354	    	              
MWP2G0051897-0028621	  5.1897	 -0.2862	 0.53	 0.82	 0.68	 0.75	 0.22	 40	120	0.550	  0.2	0.290	R	 	1G005190-002877	G005.189-00.285	    	          CN64
MWP2G0053518+0008039	  5.3519	  0.0804	 1.25	 6.64	 4.77	 5.78	 0.99	 38	119	0.700	 0.07	0.400	R	 	1G005346+000820	G005.332+00.081	    	              
MWP2G0054861-0023595	  5.4862	 -0.2360	 0.13	 0.66	 0.51	 0.59	 0.07	 58	 84	0.630	 0.03	0.120	C	 	               	G005.484-00.232	    	     CN66 CN65
MWP2G0055034-0025338	  5.5034	 -0.2534	 0.07	 0.43	 0.33	 0.39	 0.05	  3	 80	0.630	     	0.200	C	 	1G005504-002529	G005.503-00.252	    	              
MWP2G0055247+0003692	  5.5247	  0.0369	 0.10	 0.67	 0.51	 0.59	 0.09	124	 92	0.650	 0.22	0.270	R	 	1G005526+000395	G005.524+00.033	    	          CN67
MWP2G0055779-0021020	  5.5779	 -0.2102	 0.26	 0.35	 0.27	 0.32	 0.12	 50	 99	0.640	     	0.220	C	 	               	               	    	              
MWP2G0056310-0029111	  5.6311	 -0.2911	 0.17	 0.24	 0.20	 0.22	 0.15	  9	 74	0.560	 0.06	0.100	C	 	               	G005.629-00.293	    	     CN68 CN69
MWP2G0057055-0012366	  5.7056	 -0.1237	 0.13	 0.51	 0.41	 0.46	 0.11	178	 76	0.590	 0.08	0.150	R	 	1G005706-001235	G005.705-00.127	    	          CN70
MWP2G0058066-0042326	  5.8067	 -0.4233	 0.08	 0.27	 0.19	 0.23	 0.06	 60	 39	0.700	     	0.150	C	 	               	G005.806-00.423	    	              
MWP2G0058529+0052360	  5.8529	  0.5236	 0.12	 0.81	 0.61	 0.72	 0.09	171	 63	0.660	     	0.230	C	 	1G005854+005245	               	    	              
MWP2G0058964-0045843	  5.8964	 -0.4584	 1.71	 5.78	 5.02	 5.42	 1.07	 39	 90	0.500	  0.2	0.390	R	P	1G005899-004548	G005.887-00.443	 3.0	          CN71
MWP2G0058988-0042475	  5.8989	 -0.4248	 0.60	 1.31	 1.08	 1.20	 0.38	 41	 94	0.560	 0.13	0.270	R	D	1G005893-004202	G005.900-00.431	 3.0	          CN71
MWP2G0059111-0034148	  5.9112	 -0.3415	 0.47	 1.48	 1.02	 1.27	 0.29	 56	 92	0.720	 0.04	0.170	R	 	1G005914-003444	G005.915-00.354	    	              
MWP2G0059471-0014140	  5.9471	 -0.1414	 0.28	 0.74	 0.58	 0.66	 0.34	  1	 91	0.610	 0.07	0.080	C	 	               	G005.946-00.142	    	          CN72
MWP2G0059770-0042570	  5.9770	 -0.4257	 0.10	 0.43	 0.35	 0.39	 0.09	 90	 88	0.580	 0.08	0.090	C	D	1G005977-004255	G005.975-00.431	    	              
MWP2G0059812+0000136	  5.9813	  0.0014	 0.10	 0.42	 0.26	 0.35	 0.09	 29	 65	0.790	     	0.340	C	 	1G005982+000043	G005.981-00.002	    	              
MWP2G0060012-0113979	  6.0013	 -1.1398	 0.79	 3.78	 3.44	 3.61	 0.37	 17	102	0.420	 0.02	0.270	R	 	               	G005.987-01.191	    	              
MWP2G0060109-0037044	  6.0109	 -0.3705	 0.29	 1.43	 1.06	 1.26	 0.24	  6	 65	0.670	     	0.130	C	 	               	G006.005-00.368	    	              
MWP2G0060419-0013086	  6.0419	 -0.1309	 1.76	 2.61	 2.04	 2.34	 0.92	 10	115	0.620	  0.2	0.290	R	 	1G006057-001279	G006.077-00.135	    	          CN73
MWP2G0060556-0003131	  6.0556	 -0.0313	 0.38	 0.43	 0.27	 0.36	 0.25	 13	 75	0.790	 0.04	0.200	R	 	1G006056-000292	G006.057-00.033	    	              
MWP2G0061078-0017482	  6.1078	 -0.1748	 0.18	 0.31	 0.26	 0.29	 0.11	 40	 83	0.560	 0.06	0.110	C	 	1G006109-001759	               	    	              
MWP2G0061315-0025328	  6.1316	 -0.2533	 0.69	 0.77	 0.69	 0.73	 0.32	 41	109	0.430	 0.06	0.150	R	 	1G006131-002543	G006.128-00.252	    	              
MWP2G0061315-0037932	  6.1316	 -0.3793	 0.32	 0.68	 0.54	 0.62	 0.28	 38	 59	0.610	 0.17	0.130	R	 	1G006131-003781	G006.131-00.380	    	              
MWP2G0061424-0063722	  6.1425	 -0.6372	 0.30	 1.03	 0.78	 0.92	 0.24	  3	127	0.650	 0.26	0.490	R	 	1G006142-006403	G006.142-00.641	    	          CN77
MWP2G0061563-0060975	  6.1563	 -0.6098	 0.14	 0.67	 0.59	 0.63	 0.09	 45	 84	0.470	 0.13	0.230	R	 	1G006158-006085	G006.160-00.608	    	          CN78
MWP2G0062015-0033631	  6.2015	 -0.3363	 0.22	 1.04	 0.79	 0.92	 0.16	 58	 65	0.640	     	0.390	C	 	1G006200-003369	G006.200-00.342	    	          CN79
MWP2G0062114-0010549	  6.2115	 -0.1055	 0.15	 0.68	 0.64	 0.66	 0.13	 25	112	0.350	 0.34	0.280	R	 	1G006212-001048	G006.213-00.105	    	          CN80
MWP2G0062245-0002751	  6.2245	 -0.0275	 0.14	 0.62	 0.51	 0.56	 0.19	152	 90	0.570	 0.14	0.300	R	 	1G006223-000258	G006.226-00.028	    	          CN81
MWP2G0063658-0005788	  6.3659	 -0.0579	 0.12	 0.37	 0.25	 0.32	 0.13	131	103	0.740	 0.14	0.150	R	 	1G006365-000535	G006.365-00.056	    	          CN82
MWP2G0063738-0048991	  6.3738	 -0.4899	 0.53	 1.78	 1.61	 1.70	 0.32	118	130	0.420	     	0.140	C	 	1G006378-004715	G006.373-00.482	    	              
MWP2G0065337-0011839	  6.5337	 -0.1184	 0.05	 0.55	 0.27	 0.43	 0.01	  8	  5	0.870	     	0.130	C	 	1G006533-001187	G006.534-00.119	    	              
MWP2G0065762-0008550	  6.5763	 -0.0855	 0.09	 0.42	 0.37	 0.40	 0.07	 53	 98	0.470	 0.14	0.230	R	 	1G006576-000836	G006.575-00.086	    	          CN83
MWP2G0066188+0014320	  6.6189	  0.1432	 0.21	 0.99	 0.85	 0.92	 0.11	 40	103	0.520	     	0.160	C	 	1G006617+001436	G006.614+00.138	    	          CN85
MWP2G0067923-0001063	  6.7923	 -0.0106	 0.06	 0.66	 0.37	 0.54	 0.09	157	108	0.830	     	0.270	C	 	               	G006.793-00.010	    	              
MWP2G0069682-0004858	  6.9683	 -0.0486	 0.08	 0.52	 0.35	 0.44	 0.09	 95	 86	0.730	     	0.150	C	 	               	G006.968-00.050	    	              
MWP2G0069995-0025392	  6.9995	 -0.2539	 0.59	 3.94	 3.43	 3.70	 0.48	 77	 89	0.490	     	0.170	C	 	1G007004-002556	G007.015-00.271	    	     CN88 CN89
MWP2G0070380+0017581	  7.0381	  0.1758	 0.22	 0.66	 0.52	 0.60	 0.28	 18	 88	0.620	 0.33	0.290	R	 	1G007039+001763	G007.039+00.175	    	          CN93
MWP2G0071524-0007009	  7.1525	 -0.0701	 0.03	 0.27	 0.19	 0.23	 0.06	  6	  4	0.710	     	0.120	C	 	               	               	    	              
MWP2G0071750+0008662	  7.1751	  0.0866	 0.06	 0.52	 0.49	 0.51	 0.06	 53	 51	0.320	     	0.180	C	 	1G007177+000858	G007.176+00.087	    	              
MWP2G0071948+0023258	  7.1948	  0.2326	 0.02	 0.26	 0.22	 0.24	 0.02	 30	 12	0.550	     	0.230	C	 	               	G007.194+00.233	    	              
MWP2G0072070+0008837	  7.2070	  0.0884	 0.16	 0.31	 0.26	 0.29	 0.05	  9	 73	0.580	     	0.200	C	 	               	G007.207+00.091	    	              
MWP2G0072301-0021507	  7.2301	 -0.2151	 0.33	 2.01	 1.58	 1.81	 0.27	 52	 69	0.620	     	0.150	C	 	1G007225-002119	G007.220-00.212	    	          CN95
MWP2G0072651-0006132	  7.2652	 -0.0613	 0.98	 1.27	 0.97	 1.13	 0.49	 12	 73	0.640	  0.1	0.160	R	 	1G007270-000552	G007.268-00.060	    	          CN96
MWP2G0073148-0012660	  7.3148	 -0.1266	 1.24	 3.36	 2.89	 3.13	 0.82	  4	103	0.510	 0.13	0.300	R	 	1G007315-001350	G007.303-00.125	    	              
MWP2G0073391-0017572	  7.3392	 -0.1757	 0.05	 0.31	 0.26	 0.29	 0.03	 61	 82	0.570	     	0.330	C	 	1G007339-001747	               	    	              
MWP2G0073462-0024645	  7.3463	 -0.2465	 0.07	 0.42	 0.36	 0.39	 0.13	 29	 67	0.500	     	0.240	C	 	1G007347-002459	G007.345-00.247	    	              
MWP2G0073498+0003241	  7.3498	  0.0324	 0.10	 0.38	 0.33	 0.35	 0.08	  6	 97	0.500	 0.28	0.230	R	 	1G007350+000365	G007.350+00.032	    	          CN97
MWP2G0073675-0011473	  7.3676	 -0.1147	 0.02	 0.29	 0.17	 0.24	 0.02	109	 42	0.820	     	0.160	C	 	1G007367-001148	G007.366-00.116	    	          CN98
MWP2G0074127+0068943	  7.4127	  0.6894	 1.79	 3.67	 2.80	 3.27	 1.14	 17	100	0.650	 0.26	0.450	R	 	1G007439+007066	G007.443+00.704	    	          CN99
MWP2G0074172-0028262	  7.4173	 -0.2826	 0.20	 0.53	 0.42	 0.48	 0.11	 19	 87	0.620	 0.09	0.290	R	 	1G007419-002812	G007.415-00.281	    	         CN100
MWP2G0074670-0027517	  7.4671	 -0.2752	 0.13	 0.51	 0.41	 0.46	 0.09	147	 48	0.580	     	0.220	C	 	1G007469-002748	G007.466-00.279	    	              
MWP2G0074702+0005828	  7.4703	  0.0583	 0.19	 0.39	 0.28	 0.34	 0.08	 33	 58	0.690	     	0.140	C	 	1G007471+000587	G007.470+00.059	    	   CN103 CN102
MWP2G0075150+0039232	  7.5150	  0.3923	 0.52	 0.58	 0.48	 0.54	 0.21	 25	119	0.560	 0.28	0.110	R	 	               	               	    	              
MWP2G0076444-0009321	  7.6444	 -0.0932	 0.55	 2.14	 1.28	 1.77	 0.27	 70	 81	0.800	 0.18	0.220	R	 	1G007642-000884	G007.638-00.101	    	              
MWP2G0077429+0007205	  7.7429	  0.0721	 0.11	 0.55	 0.33	 0.45	 0.06	 72	 59	0.800	     	0.260	C	 	               	G007.744+00.072	    	              
MWP2G0077574-0005028	  7.7575	 -0.0503	 0.11	 0.54	 0.36	 0.46	 0.09	 68	 65	0.740	 0.15	0.220	R	 	1G007757-000476	G007.757-00.050	    	         CN106
MWP2G0078104-0061407	  7.8105	 -0.6141	 0.58	 2.61	 1.92	 2.29	 0.36	160	 70	0.680	     	0.260	C	 	1G007810-006101	G007.812-00.618	    	              
MWP2G0079887-0033032	  7.9887	 -0.3303	 1.43	 3.90	 2.80	 3.40	 0.69	 55	112	0.690	 0.06	0.100	C	 	1G007982-003302	G007.978-00.360	    	              
MWP2G0080088-0017020	  8.0089	 -0.1702	 0.15	 0.96	 0.74	 0.85	 0.09	 32	 54	0.640	     	0.120	C	 	1G008008-001682	G008.006-00.169	    	              
